Lipid ID	Level	Name	Abbreviation*	Synonyms*	Lipid class*	Parent	Components*	SMILES (pH7.3)	InChI (pH7.3)	InChI key (pH7.3)	Formula (pH7.3)	Charge (pH7.3)	Mass (pH7.3)	Exact Mass (neutral form)	Exact m/z of [M.]+	Exact m/z of [M+H]+	Exact m/z of [M+K]+	Exact m/z of [M+Na]+	Exact m/z of [M+Li]+	Exact m/z of [M+NH4]+	Exact m/z of [M-H]-	Exact m/z of [M+Cl]-	Exact m/z of [M+OAc]-	CHEBI	LIPID MAPS	HMDB	PMID
SLM:000056911	Species	Phosphatidylcholine (O-41:1)	PC(O-41:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C49H98NO7P	0	844.278687	843.708069	843.70752	844.715393	882.671265	866.697327	850.723572	861.741943		878.67749	902.721924				
SLM:000056912	Species	Phosphatidylcholine (O-41:2)	PC(O-41:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C49H96NO7P	0	842.262817	841.692444	841.691895	842.699707	880.655579	864.681641	848.707886	859.726257		876.661865	900.706299				
SLM:000056913	Species	Phosphatidylcholine (O-41:4)	PC(O-41:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C49H92NO7P	0	838.231018	837.661133	837.660583	838.668396	876.624329	860.650391	844.676575	855.694946		872.630554	896.674988				
SLM:000056914	Species	Phosphatidylcholine (O-41:5)	PC(O-41:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C49H90NO7P	0	836.21521	835.645508	835.644958	836.652771	874.608643	858.634705	842.66095	853.679321		870.614868	894.659363				
SLM:000056915	Species	Phosphatidylcholine (O-41:6)	PC(O-41:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C49H88NO7P	0	834.19928	833.629822	833.629272	834.637146	872.593018	856.61908	840.645325	851.663696		868.599243	892.643677				
SLM:000056916	Species	Phosphatidylcholine (O-41:7)	PC(O-41:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C49H86NO7P	0	832.183411	831.614197	831.613647	832.62146	870.577332	854.603394	838.629639	849.64801		866.583618	890.628052				
SLM:000056917	Species	Phosphatidylcholine (O-42:0)	PC(O-42:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H102NO7P	0	860.321106	859.73938	859.738831	860.746643	898.702576	882.728638	866.754822	877.773193		894.708801	918.753235				
SLM:000056918	Species	Phosphatidylcholine (O-42:1)	PC(O-42:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H100NO7P	0	858.305298	857.723755	857.723206	858.731018	896.68689	880.712952	864.739197	875.757568		892.693115	916.73761				
SLM:000056919	Species	Phosphatidylcholine (O-42:2)	PC(O-42:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H98NO7P	0	856.289429	855.708069	855.70752	856.715393	894.671265	878.697327	862.723572	873.741943		890.67749	914.721924				
SLM:000056920	Species	Phosphatidylcholine (O-42:3)	PC(O-42:3)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H96NO7P	0	854.273499	853.692444	853.691895	854.699707	892.655579	876.681641	860.707886	871.726257		888.661865	912.706299				
SLM:000056921	Species	Phosphatidylcholine (O-42:4)	PC(O-42:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H94NO7P	0	852.257629	851.676819	851.67627	852.684082	890.639954	874.666016	858.692261	869.710632		886.646179	910.690674				23670529
SLM:000056922	Species	Phosphatidylcholine (O-42:5)	PC(O-42:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H92NO7P	0	850.241699	849.661133	849.660583	850.668396	888.624329	872.650391	856.676575	867.694946		884.630554	908.674988				23670529
SLM:000056923	Species	Phosphatidylcholine (O-42:6)	PC(O-42:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H90NO7P	0	848.225891	847.645508	847.644958	848.652771	886.608643	870.634705	854.66095	865.679321		882.614868	906.659363				
SLM:000056924	Species	Phosphatidylcholine (O-42:7)	PC(O-42:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H88NO7P	0	846.210022	845.629822	845.629272	846.637146	884.593018	868.61908	852.645325	863.663696		880.599243	904.643677				
SLM:000056925	Species	Phosphatidylcholine (O-42:8)	PC(O-42:8)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H86NO7P	0	844.194092	843.614197	843.613647	844.62146	882.577332	866.603394	850.629639	861.64801		878.583618	902.628052				
SLM:000056926	Species	Phosphatidylcholine (O-42:9)	PC(O-42:9)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C50H84NO7P	0	842.178223	841.598511	841.598022	842.605835	880.561707	864.587769	848.614014	859.632385		876.567932	900.612366				
SLM:000056927	Species	Phosphatidylcholine (O-43:0)	PC(O-43:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H104NO7P	0	874.347717	873.755066	873.754517	874.762329	912.718201	896.744263	880.770508	891.788879		908.724426	932.768921				
SLM:000056928	Species	Phosphatidylcholine (O-43:1)	PC(O-43:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H102NO7P	0	872.331787	871.73938	871.738831	872.746643	910.702576	894.728638	878.754822	889.773193		906.708801	930.753235				
SLM:000056929	Species	Phosphatidylcholine (O-43:2)	PC(O-43:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H100NO7P	0	870.315979	869.723755	869.723206	870.731018	908.68689	892.712952	876.739197	887.757568		904.693115	928.73761				
SLM:000056930	Species	Phosphatidylcholine (O-43:4)	PC(O-43:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H96NO7P	0	866.28418	865.692444	865.691895	866.699707	904.655579	888.681641	872.707886	883.726257		900.661865	924.706299				
SLM:000056931	Species	Phosphatidylcholine (O-43:5)	PC(O-43:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H94NO7P	0	864.268311	863.676819	863.67627	864.684082	902.639954	886.666016	870.692261	881.710632		898.646179	922.690674				
SLM:000056932	Species	Phosphatidylcholine (O-43:6)	PC(O-43:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H92NO7P	0	862.25238	861.661133	861.660583	862.668396	900.624329	884.650391	868.676575	879.694946		896.630554	920.674988				
SLM:000056933	Species	Phosphatidylcholine (O-43:7)	PC(O-43:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C51H90NO7P	0	860.236572	859.645508	859.644958	860.652771	898.608643	882.634705	866.66095	877.679321		894.614868	918.659363				
SLM:000056934	Species	Phosphatidylcholine (O-44:0)	PC(O-44:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H106NO7P	0	888.374329	887.770691	887.770142	888.777954	926.733826	910.759888	894.786133	905.804504		922.740112	946.784546	67088			
SLM:000056935	Species	Phosphatidylcholine (O-44:1)	PC(O-44:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H104NO7P	0	886.358398	885.755066	885.754517	886.762329	924.718201	908.744263	892.770508	903.788879		920.724426	944.768921	67087			
SLM:000056936	Species	Phosphatidylcholine (O-44:2)	PC(O-44:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H102NO7P	0	884.342529	883.73938	883.738831	884.746643	922.702576	906.728638	890.754822	901.773193		918.708801	942.753235	67086			
SLM:000056937	Species	Phosphatidylcholine (O-44:3)	PC(O-44:3)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H100NO7P	0	882.326721	881.723755	881.723206	882.731018	920.68689	904.712952	888.739197	899.757568		916.693115	940.73761	67085			
SLM:000056938	Species	Phosphatidylcholine (O-44:4)	PC(O-44:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H98NO7P	0	880.310791	879.708069	879.70752	880.715393	918.671265	902.697327	886.723572	897.741943		914.67749	938.721924	67084			
SLM:000056939	Species	Phosphatidylcholine (O-44:5)	PC(O-44:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H96NO7P	0	878.294922	877.692444	877.691895	878.699707	916.655579	900.681641	884.707886	895.726257		912.661865	936.706299	67083			
SLM:000056940	Species	Phosphatidylcholine (O-44:6)	PC(O-44:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H94NO7P	0	876.278992	875.676819	875.67627	876.684082	914.639954	898.666016	882.692261	893.710632		910.646179	934.690674	67082			
SLM:000056941	Species	Phosphatidylcholine (O-44:7)	PC(O-44:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H92NO7P	0	874.263123	873.661133	873.660583	874.668396	912.624329	896.650391	880.676575	891.694946		908.630554	932.674988				
SLM:000056942	Species	Phosphatidylcholine (O-44:8)	PC(O-44:8)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H90NO7P	0	872.247314	871.645508	871.644958	872.652771	910.608643	894.634705	878.66095	889.679321		906.614868	930.659363				
SLM:000056943	Species	Phosphatidylcholine (O-44:9)	PC(O-44:9)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C52H88NO7P	0	870.231384	869.629822	869.629272	870.637146	908.593018	892.61908	876.645325	887.663696		904.599243	928.643677				
SLM:000056944	Species	Phosphatidylcholine (O-45:0)	PC(O-45:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C53H108NO7P	0	902.400879	901.786316	901.785767	902.79364	940.749512	924.775574	908.801819	919.82019		936.755737	960.800171				
SLM:000056945	Species	Phosphatidylcholine (O-45:1)	PC(O-45:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C53H106NO7P	0	900.38501	899.770691	899.770142	900.777954	938.733826	922.759888	906.786133	917.804504		934.740112	958.784546				
SLM:000056946	Species	Phosphatidylcholine (O-45:4)	PC(O-45:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C53H100NO7P	0	894.337402	893.723755	893.723206	894.731018	932.68689	916.712952	900.739197	911.757568		928.693115	952.73761				
SLM:000056947	Species	Phosphatidylcholine (O-45:5)	PC(O-45:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C53H98NO7P	0	892.321472	891.708069	891.70752	892.715393	930.671265	914.697327	898.723572	909.741943		926.67749	950.721924				
SLM:000056948	Species	Phosphatidylcholine (O-45:6)	PC(O-45:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C53H96NO7P	0	890.305603	889.692444	889.691895	890.699707	928.655579	912.681641	896.707886	907.726257		924.661865	948.706299				
SLM:000056949	Species	Phosphatidylcholine (O-45:7)	PC(O-45:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C53H94NO7P	0	888.289673	887.676819	887.67627	888.684082	926.639954	910.666016	894.692261	905.710632		922.646179	946.690674				
SLM:000056950	Species	Phosphatidylcholine (O-46:0)	PC(O-46:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H110NO7P	0	916.42749	915.802002	915.801453	916.809265	954.765137	938.791199	922.817444	933.835815		950.771423	974.815857				
SLM:000056951	Species	Phosphatidylcholine (O-46:1)	PC(O-46:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H108NO7P	0	914.411621	913.786316	913.785767	914.79364	952.749512	936.775574	920.801819	931.82019		948.755737	972.800171				
SLM:000056952	Species	Phosphatidylcholine (O-46:2)	PC(O-46:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H106NO7P	0	912.395691	911.770691	911.770142	912.777954	950.733826	934.759888	918.786133	929.804504		946.740112	970.784546				
SLM:000056953	Species	Phosphatidylcholine (O-46:3)	PC(O-46:3)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H104NO7P	0	910.379822	909.755066	909.754517	910.762329	948.718201	932.744263	916.770508	927.788879		944.724426	968.768921				
SLM:000056954	Species	Phosphatidylcholine (O-46:4)	PC(O-46:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H102NO7P	0	908.363892	907.73938	907.738831	908.746643	946.702576	930.728638	914.754822	925.773193		942.708801	966.753235				
SLM:000056955	Species	Phosphatidylcholine (O-46:5)	PC(O-46:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H100NO7P	0	906.348083	905.723755	905.723206	906.731018	944.68689	928.712952	912.739197	923.757568		940.693115	964.73761				
SLM:000056956	Species	Phosphatidylcholine (O-46:6)	PC(O-46:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H98NO7P	0	904.332214	903.708069	903.70752	904.715393	942.671265	926.697327	910.723572	921.741943		938.67749	962.721924				
SLM:000056957	Species	Phosphatidylcholine (O-46:7)	PC(O-46:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H96NO7P	0	902.316284	901.692444	901.691895	902.699707	940.655579	924.681641	908.707886	919.726257		936.661865	960.706299				
SLM:000056958	Species	Phosphatidylcholine (O-46:8)	PC(O-46:8)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H94NO7P	0	900.300415	899.676819	899.67627	900.684082	938.639954	922.666016	906.692261	917.710632		934.646179	958.690674				
SLM:000056959	Species	Phosphatidylcholine (O-46:9)	PC(O-46:9)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C54H92NO7P	0	898.284485	897.661133	897.660583	898.668396	936.624329	920.650391	904.676575	915.694946		932.630554	956.674988				
SLM:000056960	Species	Phosphatidylcholine (O-47:0)	PC(O-47:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C55H112NO7P	0	930.453979	929.817627	929.817078	930.82489	968.780823	952.806885	936.833069	947.85144		964.787048	988.831482				
SLM:000056961	Species	Phosphatidylcholine (O-47:1)	PC(O-47:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C55H110NO7P	0	928.438171	927.802002	927.801453	928.809265	966.765137	950.791199	934.817444	945.835815		962.771423	986.815857				
SLM:000056962	Species	Phosphatidylcholine (O-47:4)	PC(O-47:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C55H104NO7P	0	922.390503	921.755066	921.754517	922.762329	960.718201	944.744263	928.770508	939.788879		956.724426	980.768921				
SLM:000056963	Species	Phosphatidylcholine (O-47:5)	PC(O-47:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C55H102NO7P	0	920.374573	919.73938	919.738831	920.746643	958.702576	942.728638	926.754822	937.773193		954.708801	978.753235				
SLM:000056964	Species	Phosphatidylcholine (O-47:6)	PC(O-47:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C55H100NO7P	0	918.358826	917.723755	917.723206	918.731018	956.68689	940.712952	924.739197	935.757568		952.693115	976.73761				
SLM:000056965	Species	Phosphatidylcholine (O-47:7)	PC(O-47:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C55H98NO7P	0	916.342896	915.708069	915.70752	916.715393	954.671265	938.697327	922.723572	933.741943		950.67749	974.721924				
SLM:000056966	Species	Phosphatidylcholine (O-48:0)	PC(O-48:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H114NO7P	0	944.480591	943.833313	943.832764	944.840576	982.796448	966.82251	950.848755	961.867126		978.802673	1002.847168				
SLM:000056967	Species	Phosphatidylcholine (O-48:1)	PC(O-48:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H112NO7P	0	942.464722	941.817627	941.817078	942.82489	980.780823	964.806885	948.833069	959.85144		976.787048	1000.831482				
SLM:000056968	Species	Phosphatidylcholine (O-48:2)	PC(O-48:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H110NO7P	0	940.448914	939.802002	939.801453	940.809265	978.765137	962.791199	946.817444	957.835815		974.771423	998.815857				
SLM:000056969	Species	Phosphatidylcholine (O-48:3)	PC(O-48:3)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H108NO7P	0	938.432983	937.786316	937.785767	938.79364	976.749512	960.775574	944.801819	955.82019		972.755737	996.800171				
SLM:000056970	Species	Phosphatidylcholine (O-48:4)	PC(O-48:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H106NO7P	0	936.417114	935.770691	935.770142	936.777954	974.733826	958.759888	942.786133	953.804504		970.740112	994.784546				
SLM:000056971	Species	Phosphatidylcholine (O-48:5)	PC(O-48:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H104NO7P	0	934.401184	933.755066	933.754517	934.762329	972.718201	956.744263	940.770508	951.788879		968.724426	992.768921				
SLM:000056972	Species	Phosphatidylcholine (O-48:6)	PC(O-48:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H102NO7P	0	932.385315	931.73938	931.738831	932.746643	970.702576	954.728638	938.754822	949.773193		966.708801	990.753235				
SLM:000056973	Species	Phosphatidylcholine (O-48:7)	PC(O-48:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H100NO7P	0	930.369507	929.723755	929.723206	930.731018	968.68689	952.712952	936.739197	947.757568		964.693115	988.73761				
SLM:000056974	Species	Phosphatidylcholine (O-48:8)	PC(O-48:8)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H98NO7P	0	928.353577	927.708069	927.70752	928.715393	966.671265	950.697327	934.723572	945.741943		962.67749	986.721924				
SLM:000056975	Species	Phosphatidylcholine (O-48:9)	PC(O-48:9)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C56H96NO7P	0	926.337708	925.692444	925.691895	926.699707	964.655579	948.681641	932.707886	943.726257		960.661865	984.706299				
SLM:000056976	Species	Phosphatidylcholine (O-49:0)	PC(O-49:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C57H116NO7P	0	958.507202	957.848938	957.848389	958.856201	996.812073	980.838135	964.86438	975.882751		992.818359	1016.862793				
SLM:000056977	Species	Phosphatidylcholine (O-49:1)	PC(O-49:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C57H114NO7P	0	956.491272	955.833313	955.832764	956.840576	994.796448	978.82251	962.848755	973.867126		990.802673	1014.847168				
SLM:000056978	Species	Phosphatidylcholine (O-49:4)	PC(O-49:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C57H108NO7P	0	950.443726	949.786316	949.785767	950.79364	988.749512	972.775574	956.801819	967.82019		984.755737	1008.800171				
SLM:000056979	Species	Phosphatidylcholine (O-49:5)	PC(O-49:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C57H106NO7P	0	948.427795	947.770691	947.770142	948.777954	986.733826	970.759888	954.786133	965.804504		982.740112	1006.784546				
SLM:000056980	Species	Phosphatidylcholine (O-49:6)	PC(O-49:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C57H104NO7P	0	946.411926	945.755066	945.754517	946.762329	984.718201	968.744263	952.770508	963.788879		980.724426	1004.768921				
SLM:000056981	Species	Phosphatidylcholine (O-49:7)	PC(O-49:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C57H102NO7P	0	944.395996	943.73938	943.738831	944.746643	982.702576	966.728638	950.754822	961.773193		978.708801	1002.753235				
SLM:000056982	Species	Phosphatidylcholine (O-50:0)	PC(O-50:0)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H118NO7P	0	972.533813	971.864563	971.864014	972.871887	1010.827759	994.853821	978.880066	989.898438		1006.833984	1030.878418				
SLM:000056983	Species	Phosphatidylcholine (O-50:1)	PC(O-50:1)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H116NO7P	0	970.517883	969.848938	969.848389	970.856201	1008.812073	992.838135	976.86438	987.882751		1004.818359	1028.862793				
SLM:000056984	Species	Phosphatidylcholine (O-50:2)	PC(O-50:2)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H114NO7P	0	968.502014	967.833313	967.832764	968.840576	1006.796448	990.82251	974.848755	985.867126		1002.802673	1026.847168				
SLM:000056985	Species	Phosphatidylcholine (O-50:3)	PC(O-50:3)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H112NO7P	0	966.486084	965.817627	965.817078	966.82489	1004.780823	988.806885	972.833069	983.85144		1000.787048	1024.831543				
SLM:000056986	Species	Phosphatidylcholine (O-50:4)	PC(O-50:4)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H110NO7P	0	964.470276	963.802002	963.801453	964.809265	1002.765137	986.791199	970.817444	981.835815		998.771423	1022.815857				
SLM:000056987	Species	Phosphatidylcholine (O-50:5)	PC(O-50:5)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H108NO7P	0	962.454407	961.786316	961.785767	962.79364	1000.749512	984.775574	968.801819	979.82019		996.755737	1020.800171				
SLM:000056988	Species	Phosphatidylcholine (O-50:6)	PC(O-50:6)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H106NO7P	0	960.438477	959.770691	959.770142	960.777954	998.733826	982.759888	966.786133	977.804504		994.740112	1018.784546				
SLM:000056989	Species	Phosphatidylcholine (O-50:7)	PC(O-50:7)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H104NO7P	0	958.422607	957.755066	957.754517	958.762329	996.718201	980.744263	964.770508	975.788879		992.724426	1016.768921				
SLM:000056990	Species	Phosphatidylcholine (O-50:8)	PC(O-50:8)		SLM:000055212			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C58H102NO7P	0	956.406677	955.73938	955.738831	956.746643	994.702576	978.728638	962.754822	973.773193		990.708801	1014.753235				
